timestamp,description,url,embed_title,tweet_type,financial_info,sentiment,tickers_list,ticker,exchanges,price,percentage_change,4h_ta_result,4h_ta_details,1d_ta_result,1d_ta_details
2023-11-16T18:09:31.521000+00:00,"$MSFT

$425 target upped from $400 today...",https://twitter.com/user/status/1725213827464143101,Don't follow Shardi B If You Hate Money tweeted about MSFT,tweet,"[{'ticker': '$MSFT', 'exchanges': [], 'price': '375.29', 'percentage_change': '+1.5%', '4h_ta_result': 'BUY', '4h_ta_details': '15 buy, 10 hold, 1 sell', '1d_ta_result': 'STRONG_BUY', '1d_ta_details': '17 buy, 9 hold, 0 sell'}]",Neutral,['$MSFT'],$MSFT,[],375.29,+1.5%,BUY,"15 buy, 10 hold, 1 sell",STRONG_BUY,"17 buy, 9 hold, 0 sell"
2023-11-17T01:59:20.584000+00:00,"$AAPL Daily Chart 💥👇

RSI - Entered the OVERBOUGHT Zone

Price reached the previous highs  / September 05 / and hanging below the supply zone

3 Last candles don't look too bullish to me

Pullback to 186 -187 zone is the best possible scenario I see",https://twitter.com/user/status/1725331734407872793,Mr Chuck Norris tweeted about AAPL,tweet,"[{'ticker': '$AAPL', 'exchanges': [], 'price': '189.71', 'percentage_change': '+0.9%', '4h_ta_result': 'BUY', '4h_ta_details': '15 buy, 9 hold, 2 sell', '1d_ta_result': 'BUY', '1d_ta_details': '15 buy, 9 hold, 2 sell'}]",Bullish,['$AAPL'],$AAPL,[],189.71,+0.9%,BUY,"15 buy, 9 hold, 2 sell",BUY,"15 buy, 9 hold, 2 sell"
2023-11-17T12:34:29.124000+00:00,"RT @kholov23: $AAPL Daily Chart 💥👇

RSI - Entered the OVERBOUGHT Zone

Price reached the previous highs  / September 05 / and hanging below…",https://twitter.com/user/status/1725492167139819592,<:retweet:1130467740306657360> Mr Chuck Norris retweeted Mr Chuck Norris about AAPL,retweet,"[{'ticker': '$AAPL', 'exchanges': [], 'price': '189.71', 'percentage_change': '+0.9%', '4h_ta_result': 'BUY', '4h_ta_details': '15 buy, 9 hold, 2 sell', '1d_ta_result': 'BUY', '1d_ta_details': '15 buy, 9 hold, 2 sell'}]",Bearish,['$AAPL'],$AAPL,[],189.71,+0.9%,BUY,"15 buy, 9 hold, 2 sell",BUY,"15 buy, 9 hold, 2 sell"
2023-12-03T16:22:26.519000+00:00,"RT @kholov23: $NVDA Weekly Chart ☕️

Breakout / Rejection / Retest Scenario

As long as price holds the retest of previous breakout zone, t…",https://twitter.com/user/status/1731329107219161201,<:retweet:1130467740306657360> Mr Chuck Norris retweeted Mr Chuck Norris about NVDA,retweet,"[{'ticker': '$NVDA', 'exchanges': [], 'price': '467.65', 'percentage_change': '-0.01%', '4h_ta_result': 'NEUTRAL', '4h_ta_details': '10 buy, 7 hold, 9 sell', '1d_ta_result': 'NEUTRAL', '1d_ta_details': '8 buy, 9 hold, 9 sell'}]",Bearish,['$NVDA'],$NVDA,[],467.65,-0.01%,NEUTRAL,"10 buy, 7 hold, 9 sell",NEUTRAL,"8 buy, 9 hold, 9 sell"
2023-12-03T18:25:27.712000+00:00,"RT @kholov23: $AMD Monthly Chart

Cup and Handle formation

Neckline / 131 - 133 /",https://twitter.com/user/status/1731378316400054522,<:retweet:1130467740306657360> Mr Chuck Norris retweeted Mr Chuck Norris about AMD,retweet,"[{'ticker': '$AMD', 'exchanges': [], 'price': '121.39', 'percentage_change': '+0.19%', '4h_ta_result': 'BUY', '4h_ta_details': '12 buy, 9 hold, 5 sell', '1d_ta_result': 'BUY', '1d_ta_details': '12 buy, 10 hold, 4 sell'}]",Neutral,['$AMD'],$AMD,[],121.39,+0.19%,BUY,"12 buy, 9 hold, 5 sell",BUY,"12 buy, 10 hold, 4 sell"
2023-12-03T20:20:27.862000+00:00,$NVDA (weekly) Bearish engulfing reversal at ATHs with failure back inside the box.,https://twitter.com/user/status/1731407121768464476,kpak tweeted about NVDA,tweet,"[{'ticker': '$NVDA', 'exchanges': [], 'price': '467.65', 'percentage_change': '-0.01%', '4h_ta_result': 'NEUTRAL', '4h_ta_details': '10 buy, 7 hold, 9 sell', '1d_ta_result': 'NEUTRAL', '1d_ta_details': '8 buy, 9 hold, 9 sell'}]",Bearish,['$NVDA'],$NVDA,[],467.65,-0.01%,NEUTRAL,"10 buy, 7 hold, 9 sell",NEUTRAL,"8 buy, 9 hold, 9 sell"
2023-12-07T15:41:19.231000+00:00,"$NVDA hope you caught the bounce off the previous breakout trend line / 455 -> 475 /  price presently forming the handle ( cup and handle formation ) ☕️

> [@kholov23](https://twitter.com/kholov23):
> $NVDA Weekly Chart Update 0.1 ☕️ 
> 
> Price holding the previous breakout zone super well
> 
> Interesting daily candle close 👀",https://twitter.com/user/status/1732786504458449068,<:quote_tweet:1130467736133316700> Mr Chuck Norris quote tweeted Mr Chuck Norris about NVDA,quote tweet,"[{'ticker': '$NVDA', 'exchanges': [], 'price': '463.16', 'percentage_change': '+1.76%', '4h_ta_result': 'SELL', '4h_ta_details': '6 buy, 10 hold, 10 sell', '1d_ta_result': 'NEUTRAL', '1d_ta_details': '9 buy, 9 hold, 8 sell'}]",Bullish,['$NVDA'],$NVDA,[],463.16,+1.76%,SELL,"6 buy, 10 hold, 10 sell",NEUTRAL,"9 buy, 9 hold, 8 sell"
2023-12-07T16:46:31.474000+00:00,"$AMD

The street really liking this news on their AI chip... I hate missing this",https://twitter.com/user/status/1732803604640108632,Shardi B Trading #teamshardi tweeted about AMD,tweet,"[{'ticker': '$AMD', 'exchanges': [], 'price': '125.38', 'percentage_change': '+6.83%', '4h_ta_result': 'STRONG_BUY', '4h_ta_details': '17 buy, 8 hold, 1 sell', '1d_ta_result': 'STRONG_BUY', '1d_ta_details': '16 buy, 9 hold, 1 sell'}]",Bearish,['$AMD'],$AMD,[],125.38,+6.83%,STRONG_BUY,"17 buy, 8 hold, 1 sell",STRONG_BUY,"16 buy, 9 hold, 1 sell"
2023-12-07T16:56:17.966000+00:00,"$AMD

The street really liking this news on their AI chip... I hate missing this

It  looks like it wants more",https://twitter.com/user/status/1732803767311929414,Shardi B Trading #teamshardi tweeted about AMD,tweet,"[{'ticker': '$AMD', 'exchanges': [], 'price': '124.97', 'percentage_change': '+6.52%', '4h_ta_result': 'STRONG_BUY', '4h_ta_details': '17 buy, 8 hold, 1 sell', '1d_ta_result': 'STRONG_BUY', '1d_ta_details': '16 buy, 9 hold, 1 sell'}]",Bearish,['$AMD'],$AMD,[],124.97,+6.52%,STRONG_BUY,"17 buy, 8 hold, 1 sell",STRONG_BUY,"16 buy, 9 hold, 1 sell"
2023-12-07T16:57:56.085000+00:00,$AAPL Size LEAPS Call Writer  ✍️,https://twitter.com/user/status/1732806136556880216,Theta Warrior tweeted about AAPL,tweet,"[{'ticker': '$AAPL', 'exchanges': [], 'price': '194.84', 'percentage_change': '+1.29%', '4h_ta_result': 'STRONG_BUY', '4h_ta_details': '16 buy, 10 hold, 0 sell', '1d_ta_result': 'STRONG_BUY', '1d_ta_details': '16 buy, 10 hold, 0 sell'}]",Neutral,['$AAPL'],$AAPL,[],194.84,+1.29%,STRONG_BUY,"16 buy, 10 hold, 0 sell",STRONG_BUY,"16 buy, 10 hold, 0 sell"
2023-12-07T19:36:18.644000+00:00,"$AMD 💸☕️

> [@kholov23](https://twitter.com/kholov23):
> $AMD Monthly Chart
> 
> Cup and Handle formation
> 
> Neckline / 131 - 133 /",https://twitter.com/user/status/1732845812105822495,<:quote_tweet:1130467736133316700> Mr Chuck Norris quote tweeted Mr Chuck Norris about AMD,quote tweet,"[{'ticker': '$AMD', 'exchanges': [], 'price': '127.73', 'percentage_change': '+8.54%', '4h_ta_result': 'STRONG_BUY', '4h_ta_details': '17 buy, 9 hold, 0 sell', '1d_ta_result': 'STRONG_BUY', '1d_ta_details': '16 buy, 9 hold, 1 sell'}]",Neutral,['$AMD'],$AMD,[],127.73,+8.54%,STRONG_BUY,"17 buy, 9 hold, 0 sell",STRONG_BUY,"16 buy, 9 hold, 1 sell"
2023-12-07T20:12:42.790000+00:00,"I totally FOMO'd into some $AMD calls super late and am still up 35%, crazy",https://twitter.com/user/status/1732854967008977341,Shardi B Trading #teamshardi tweeted about AMD,tweet,"[{'ticker': '$AMD', 'exchanges': [], 'price': '128.53', 'percentage_change': '+9.11%', '4h_ta_result': 'STRONG_BUY', '4h_ta_details': '17 buy, 9 hold, 0 sell', '1d_ta_result': 'STRONG_BUY', '1d_ta_details': '16 buy, 9 hold, 1 sell'}]",Bullish,['$AMD'],$AMD,[],128.53,+9.11%,STRONG_BUY,"17 buy, 9 hold, 0 sell",STRONG_BUY,"16 buy, 9 hold, 1 sell"
2023-12-08T00:51:28.999000+00:00,"RT @TWEliteOfficial: DISCLAIMER: HIGH RISK #LottoFriday

*Risk only what you can lose*

Free Trade Setups:
$AAPL 195C > 195 | 192.5P < 193.…",https://twitter.com/user/status/1732925632202281097,"<:retweet:1130467740306657360> Theta Warrior retweeted TW Elite Trading about LOTTOFRIDAY, AAPL, ROKU",retweet,"[{'ticker': '$AAPL', 'exchanges': [], 'price': '194.27', 'percentage_change': '+1.0%', '4h_ta_result': 'BUY', '4h_ta_details': '14 buy, 8 hold, 4 sell', '1d_ta_result': 'BUY', '1d_ta_details': '15 buy, 10 hold, 1 sell'}, {'ticker': '$ROKU', 'exchanges': [], 'price': '100.68', 'percentage_change': '-1.67%', '4h_ta_result': 'NEUTRAL', '4h_ta_details': '8 buy, 10 hold, 8 sell', '1d_ta_result': 'BUY', '1d_ta_details': '11 buy, 10 hold, 5 sell'}]",Neutral,"['$AAPL', '$ROKU']",$AAPL,[],194.27,+1.0%,BUY,"14 buy, 8 hold, 4 sell",BUY,"15 buy, 10 hold, 1 sell"
2023-12-08T02:41:20.538000+00:00,"$AMZN

Setting up a tight base at the highs.

Key would be to get a daily close over $148, that would allow for a move into $156, $163.",https://twitter.com/user/status/1732952850370879576,Albertrays tweeted about AMZN,tweet,"[{'ticker': '$AMZN', 'exchanges': [], 'price': '146.88', 'percentage_change': '+1.61%', '4h_ta_result': 'BUY', '4h_ta_details': '15 buy, 9 hold, 2 sell', '1d_ta_result': 'BUY', '1d_ta_details': '15 buy, 9 hold, 2 sell'}]",Bullish,['$AMZN'],$AMZN,[],146.88,+1.61%,BUY,"15 buy, 9 hold, 2 sell",BUY,"15 buy, 9 hold, 2 sell"
2023-12-08T15:13:29.982000+00:00,$MSFT  1D,https://twitter.com/user/status/1733141683229819243,Paul tweeted about MSFT,tweet,"[{'ticker': '$MSFT', 'exchanges': [], 'price': '371.8', 'percentage_change': '+0.23%', '4h_ta_result': 'NEUTRAL', '4h_ta_details': '8 buy, 9 hold, 9 sell', '1d_ta_result': 'BUY', '1d_ta_details': '11 buy, 9 hold, 6 sell'}]",Neutral,['$MSFT'],$MSFT,[],371.8,+0.23%,NEUTRAL,"8 buy, 9 hold, 9 sell",BUY,"11 buy, 9 hold, 6 sell"
2023-12-09T21:23:36.565000+00:00,$NVDA Color me intrigued. 🤔,https://twitter.com/user/status/1733597418812314079,Theta Warrior tweeted about NVDA,tweet,"[{'ticker': '$NVDA', 'exchanges': [], 'price': '475.06', 'percentage_change': '+1.92%', '4h_ta_result': 'BUY', '4h_ta_details': '14 buy, 10 hold, 2 sell', '1d_ta_result': 'BUY', '1d_ta_details': '14 buy, 9 hold, 3 sell'}]",Bullish,['$NVDA'],$NVDA,[],475.06,+1.92%,BUY,"14 buy, 10 hold, 2 sell",BUY,"14 buy, 9 hold, 3 sell"
2023-12-09T22:13:41.453000+00:00,$AMZN 7 straight weeks up,https://twitter.com/user/status/1733610151851053319,kpak tweeted about AMZN,tweet,"[{'ticker': '$AMZN', 'exchanges': [], 'price': '147.42', 'percentage_change': '+0.37%', '4h_ta_result': 'BUY', '4h_ta_details': '14 buy, 9 hold, 3 sell', '1d_ta_result': 'BUY', '1d_ta_details': '15 buy, 10 hold, 1 sell'}]",Bullish,['$AMZN'],$AMZN,[],147.42,+0.37%,BUY,"14 buy, 9 hold, 3 sell",BUY,"15 buy, 10 hold, 1 sell"
2023-12-10T01:28:37.564000+00:00,"RT @kholov23: $AMZN Monthly Chart 💥💵 ☕️

Cup and Handle formation / price testing the neckline / supply zone /, Previous Longterm breakdown…",https://twitter.com/user/status/1733658879580316137,<:retweet:1130467740306657360> Mr Chuck Norris retweeted Mr Chuck Norris about AMZN,retweet,"[{'ticker': '$AMZN', 'exchanges': [], 'price': '147.42', 'percentage_change': '+0.37%', '4h_ta_result': 'BUY', '4h_ta_details': '14 buy, 9 hold, 3 sell', '1d_ta_result': 'BUY', '1d_ta_details': '15 buy, 10 hold, 1 sell'}]",Neutral,['$AMZN'],$AMZN,[],147.42,+0.37%,BUY,"14 buy, 9 hold, 3 sell",BUY,"15 buy, 10 hold, 1 sell"
2023-12-10T16:28:41.615000+00:00,"$AAPL

Will have a final rally up to $210 before beginning a downtrend that takes it down to $53 and less the coming years. 

This downward trend mirrors the company's apparent loss of innovative edge, as seen in the repetitive design of its last four iPhones.",https://twitter.com/user/status/1733885265054212188,HZ tweeted about AAPL,tweet,"[{'ticker': '$AAPL', 'exchanges': [], 'price': '195.71', 'percentage_change': '+0.74%', '4h_ta_result': 'STRONG_BUY', '4h_ta_details': '17 buy, 8 hold, 1 sell', '1d_ta_result': 'STRONG_BUY', '1d_ta_details': '16 buy, 10 hold, 0 sell'}]",Bearish,['$AAPL'],$AAPL,[],195.71,+0.74%,STRONG_BUY,"17 buy, 8 hold, 1 sell",STRONG_BUY,"16 buy, 10 hold, 0 sell"
2023-12-11T14:58:52.575000+00:00,"$AMD entering Benjamins Range

> [@kholov23](https://twitter.com/kholov23):
> $AMD Monthly Chart Update ☕️ 
> 
> Price presently testing the neckline / cup and handle formation /
> 
> Hope you caught the move",https://twitter.com/user/status/1734225564448305335,<:quote_tweet:1130467736133316700> Mr Chuck Norris quote tweeted Mr Chuck Norris about AMD,quote tweet,"[{'ticker': '$AMD', 'exchanges': [], 'price': '131.57', 'percentage_change': '+2.01%', '4h_ta_result': 'BUY', '4h_ta_details': '15 buy, 6 hold, 5 sell', '1d_ta_result': 'BUY', '1d_ta_details': '15 buy, 8 hold, 3 sell'}]",Neutral,['$AMD'],$AMD,[],131.57,+2.01%,BUY,"15 buy, 6 hold, 5 sell",BUY,"15 buy, 8 hold, 3 sell"
2023-12-11T16:23:53.281000+00:00,$NVDA Net Options Delta: -1.2M shares,https://twitter.com/user/status/1734247417216725299,Theta Warrior tweeted about NVDA,tweet,"[{'ticker': '$NVDA', 'exchanges': [], 'price': '460.39', 'percentage_change': '-3.19%', '4h_ta_result': 'SELL', '4h_ta_details': '6 buy, 9 hold, 11 sell', '1d_ta_result': 'SELL', '1d_ta_details': '7 buy, 9 hold, 10 sell'}]",Bearish,['$NVDA'],$NVDA,[],460.39,-3.19%,SELL,"6 buy, 9 hold, 11 sell",SELL,"7 buy, 9 hold, 10 sell"
2023-12-11T16:33:56.177000+00:00,$AAPL Net Options Delta: -1.5M shares,https://twitter.com/user/status/1734249672913416299,Theta Warrior tweeted about AAPL,tweet,"[{'ticker': '$AAPL', 'exchanges': [], 'price': '191.57', 'percentage_change': '-2.16%', '4h_ta_result': 'NEUTRAL', '4h_ta_details': '9 buy, 9 hold, 8 sell', '1d_ta_result': 'BUY', '1d_ta_details': '11 buy, 10 hold, 5 sell'}]",Neutral,['$AAPL'],$AAPL,[],191.57,-2.16%,NEUTRAL,"9 buy, 9 hold, 8 sell",BUY,"11 buy, 10 hold, 5 sell"
2023-12-12T14:53:09.180000+00:00,$NVDA 50sma hold. Through 477 wants to go💥,https://twitter.com/user/status/1734586707935207691,VS Options Trading tweeted about NVDA,tweet,"[{'ticker': '$NVDA', 'exchanges': [], 'price': '472.07', 'percentage_change': '+1.23%', '4h_ta_result': 'SELL', '4h_ta_details': '5 buy, 10 hold, 11 sell', '1d_ta_result': 'NEUTRAL', '1d_ta_details': '8 buy, 9 hold, 9 sell'}]",Bullish,['$NVDA'],$NVDA,[],472.07,+1.23%,SELL,"5 buy, 10 hold, 11 sell",NEUTRAL,"8 buy, 9 hold, 9 sell"
2023-12-12T14:58:06.248000+00:00,"$NVDA is a good example of why I haven't put any effort into looking for shorts to hold. 

Buyers can pop up anywhere. Easier to look for supports to buy at",https://twitter.com/user/status/1734587885657969144,Nebraskangooner tweeted about NVDA,tweet,"[{'ticker': '$NVDA', 'exchanges': [], 'price': '473.3', 'percentage_change': '+1.49%', '4h_ta_result': 'SELL', '4h_ta_details': '5 buy, 10 hold, 11 sell', '1d_ta_result': 'BUY', '1d_ta_details': '11 buy, 9 hold, 6 sell'}]",Bullish,['$NVDA'],$NVDA,[],473.3,+1.49%,SELL,"5 buy, 10 hold, 11 sell",BUY,"11 buy, 9 hold, 6 sell"
2023-12-12T15:24:25.798000+00:00,$NVDA 50sma hold. Through 477 wants to go💥,https://twitter.com/user/status/1734586707935207691,VS Options Trading tweeted about NVDA,tweet,"[{'ticker': '$NVDA', 'exchanges': [], 'price': '470.32', 'percentage_change': '+0.86%', '4h_ta_result': 'BUY', '4h_ta_details': '14 buy, 10 hold, 2 sell', '1d_ta_result': 'BUY', '1d_ta_details': '14 buy, 9 hold, 3 sell'}]",Bullish,['$NVDA'],$NVDA,[],470.32,+0.86%,BUY,"14 buy, 10 hold, 2 sell",BUY,"14 buy, 9 hold, 3 sell"
2023-12-12T15:24:34.962000+00:00,"$NVDA is a good example of why I haven't put any effort into looking for shorts to hold. 

Buyers can pop up anywhere. Easier to look for supports to buy at",https://twitter.com/user/status/1734587885657969144,Nebraskangooner tweeted about NVDA,tweet,"[{'ticker': '$NVDA', 'exchanges': [], 'price': '470.54', 'percentage_change': '+0.91%', '4h_ta_result': 'BUY', '4h_ta_details': '14 buy, 10 hold, 2 sell', '1d_ta_result': 'BUY', '1d_ta_details': '14 buy, 9 hold, 3 sell'}]",Bullish,['$NVDA'],$NVDA,[],470.54,+0.91%,BUY,"14 buy, 10 hold, 2 sell",BUY,"14 buy, 9 hold, 3 sell"
2023-12-12T16:20:31.284000+00:00,$AMD Net Options Delta: +1.1M shares,https://twitter.com/user/status/1734608427354386439,Theta Warrior tweeted about AMD,tweet,"[{'ticker': '$AMD', 'exchanges': [], 'price': '139.43', 'percentage_change': '+3.6%', '4h_ta_result': 'STRONG_BUY', '4h_ta_details': '17 buy, 8 hold, 1 sell', '1d_ta_result': 'STRONG_BUY', '1d_ta_details': '16 buy, 9 hold, 1 sell'}]",Bullish,['$AMD'],$AMD,[],139.43,+3.6%,STRONG_BUY,"17 buy, 8 hold, 1 sell",STRONG_BUY,"16 buy, 9 hold, 1 sell"
2023-12-12T20:05:37.073000+00:00,"$MSFT gap down recovery 

3 days in row

Does it break out this third time?",https://twitter.com/user/status/1734664825060360326,Shardi B Trading #teamshardi tweeted about MSFT,tweet,"[{'ticker': '$MSFT', 'exchanges': [], 'price': '372.93', 'percentage_change': '+0.44%', '4h_ta_result': 'BUY', '4h_ta_details': '11 buy, 10 hold, 5 sell', '1d_ta_result': 'BUY', '1d_ta_details': '11 buy, 9 hold, 6 sell'}]",Bearish,['$MSFT'],$MSFT,[],372.93,+0.44%,BUY,"11 buy, 10 hold, 5 sell",BUY,"11 buy, 9 hold, 6 sell"
2023-12-12T21:00:47.417000+00:00,$NVDA Monster Sweep Alert 🧹,https://twitter.com/user/status/1734679334756217010,Theta Warrior tweeted about NVDA,tweet,"[{'ticker': '$NVDA', 'exchanges': [], 'price': '476.65', 'percentage_change': '+2.18%', '4h_ta_result': 'BUY', '4h_ta_details': '15 buy, 10 hold, 1 sell', '1d_ta_result': 'BUY', '1d_ta_details': '14 buy, 9 hold, 3 sell'}]",Bullish,['$NVDA'],$NVDA,[],476.65,+2.18%,BUY,"15 buy, 10 hold, 1 sell",BUY,"14 buy, 9 hold, 3 sell"
2023-12-13T14:45:36.470000+00:00,"$NVDA uh ah eh ih 🚀

> [@kholov23](https://twitter.com/kholov23):
> $NVDA Weekly Chart Update 0.3 ☕️ 
> 
> Nothing new here, price forming the handle of cup and handle formation",https://twitter.com/user/status/1734946769400635832,<:quote_tweet:1130467736133316700> Mr Chuck Norris quote tweeted Mr Chuck Norris about NVDA,quote tweet,"[{'ticker': '$NVDA', 'exchanges': [], 'price': '483.14', 'percentage_change': '+1.36%', '4h_ta_result': 'BUY', '4h_ta_details': '15 buy, 10 hold, 1 sell', '1d_ta_result': 'BUY', '1d_ta_details': '14 buy, 9 hold, 3 sell'}]",Neutral,['$NVDA'],$NVDA,[],483.14,+1.36%,BUY,"15 buy, 10 hold, 1 sell",BUY,"14 buy, 9 hold, 3 sell"
2023-12-13T15:15:48.935000+00:00,Snagged some $MSFT calls for Jan,https://twitter.com/user/status/1734955034436141193,Shardi B Trading #teamshardi tweeted about MSFT,tweet,"[{'ticker': '$MSFT', 'exchanges': [], 'price': '375.43', 'percentage_change': '+0.28%', '4h_ta_result': 'STRONG_BUY', '4h_ta_details': '16 buy, 9 hold, 1 sell', '1d_ta_result': 'STRONG_BUY', '1d_ta_details': '16 buy, 9 hold, 1 sell'}]",Neutral,['$MSFT'],$MSFT,[],375.43,+0.28%,STRONG_BUY,"16 buy, 9 hold, 1 sell",STRONG_BUY,"16 buy, 9 hold, 1 sell"
